"subj_idx","group","rt_1_other","rt_1_self","rt_2_other","rt_2_self","rt_3_other","rt_3_self","rt_4_other","rt_4_self","acc_1_other","acc_1_self","acc_2_other","acc_2_self","acc_3_other","acc_3_self","acc_4_other","acc_4_self"
"46","motion",0.788368421052632,0.86015,0.922733333333333,0.870222222222222,0.859875,1.02371428571429,0.799066666666667,1.02414285714286,0.791666666666667,0.833333333333333,0.625,0.75,0.666666666666667,0.875,0.625,0.291666666666667
"47","motion",0.712947368421053,0.7791,0.684526315789474,0.760909090909091,0.731142857142857,0.766842105263158,0.787222222222222,0.688454545454546,0.791666666666667,0.833333333333333,0.791666666666667,0.916666666666667,0.875,0.791666666666667,0.75,0.478260869565217
"48","motion",0.9258125,0.72121052631579,0.890941176470588,0.705428571428571,0.868947368421053,0.71921052631579,0.990166666666667,0.747583333333333,0.727272727272727,0.863636363636364,0.772727272727273,0.91304347826087,0.791666666666667,0.791666666666667,0.75,0.521739130434783
"49","motion",0.682235294117647,0.86055,0.676941176470588,0.812352941176471,0.679529411764706,0.8456875,0.806466666666667,0.910153846153846,0.708333333333333,0.833333333333333,0.708333333333333,0.739130434782609,0.739130434782609,0.695652173913043,0.625,0.541666666666667
"50","motion",0.905368421052632,0.7923,0.835266666666667,0.8294,0.933954545454545,0.719818181818182,0.878277777777778,1.036,0.791666666666667,0.869565217391304,0.625,0.416666666666667,0.916666666666667,0.458333333333333,0.75,0.166666666666667
"51","motion",0.802181818181818,0.711818181818182,0.801625,0.699409090909091,0.794588235294118,0.6864,0.826333333333333,0.908692307692308,0.916666666666667,0.916666666666667,0.666666666666667,0.916666666666667,0.708333333333333,0.869565217391304,0.5,0.565217391304348
"52","motion",0.812058823529412,0.870555555555556,0.8885,0.870210526315789,0.828285714285714,0.755466666666667,0.9488,1.00194444444444,0.708333333333333,0.75,0.75,0.791666666666667,0.583333333333333,0.625,0.416666666666667,0.75
"53","motion",1.04805,1.01868421052632,1.07231578947368,1.04276470588235,1.08670588235294,1.17894736842105,1.06788888888889,1.06358823529412,0.833333333333333,0.791666666666667,0.791666666666667,0.708333333333333,0.708333333333333,0.791666666666667,0.75,0.708333333333333
"54","motion",0.699266666666667,0.900153846153846,0.8214,0.736722222222222,0.807875,0.796066666666667,0.819733333333333,0.81,0.652173913043478,0.541666666666667,0.681818181818182,0.75,0.666666666666667,0.652173913043478,0.625,0.478260869565217
"55","motion",1.25638095238095,1.31542857142857,1.195,1.162375,1.25189473684211,1.31175,1.32314285714286,1.215,0.875,0.583333333333333,0.708333333333333,0.666666666666667,0.791666666666667,0.5,0.583333333333333,0.416666666666667
"56","motion",0.716947368421053,0.806230769230769,0.797944444444444,0.836428571428571,0.7945,0.800785714285714,0.965428571428571,1.069,0.791666666666667,0.541666666666667,0.75,0.583333333333333,0.782608695652174,0.583333333333333,0.608695652173913,0.333333333333333
