"subj_idx","acc","rt","association","difficulty","difficulty_code","group"
"98",0.958333333333333,1.10441304347826,"self",1,"very easy","color"
"98",0.9375,1.00177777777778,"other",2,"easy","color"
"98",0.829787234042553,1.3225641025641,"self",2,"easy","color"
"98",1,1.13872916666667,"other",3,"difficult","color"
"98",0.645833333333333,1.25958064516129,"self",3,"difficult","color"
"98",0.833333333333333,1.2553,"other",4,"very difficult","color"
"98",0.520833333333333,1.32064,"self",4,"very difficult","color"
"99",0.958333333333333,1.04497826086957,"other",1,"very easy","color"
"99",0.9375,1.10868888888889,"self",1,"very easy","color"
"99",0.854166666666667,1.23551219512195,"other",2,"easy","color"
"99",0.895833333333333,1.24713953488372,"self",2,"easy","color"
"99",0.875,1.32761904761905,"other",3,"difficult","color"
"99",0.75,1.40302777777778,"self",3,"difficult","color"
"99",0.604166666666667,1.18796551724138,"other",4,"very difficult","color"
"99",0.595744680851064,1.43535714285714,"self",4,"very difficult","color"
"100",0.895833333333333,1.00679069767442,"other",1,"very easy","color"
"100",0.916666666666667,1.06286363636364,"self",1,"very easy","color"
"100",0.875,1.19904761904762,"other",2,"easy","color"
"100",0.8125,1.02064102564103,"self",2,"easy","color"
"100",0.729166666666667,1.21288571428571,"other",3,"difficult","color"
"100",0.645833333333333,1.23361290322581,"self",3,"difficult","color"
"100",0.729166666666667,1.35202857142857,"other",4,"very difficult","color"
"100",0.6875,1.28818181818182,"self",4,"very difficult","color"
"101",0.979166666666667,1.16287234042553,"other",1,"very easy","color"
"101",0.875,1.33604761904762,"self",1,"very easy","color"
"101",0.979166666666667,1.34887234042553,"other",2,"easy","color"
"101",0.8125,1.43238461538462,"self",2,"easy","color"
"101",0.936170212765957,1.26465909090909,"other",3,"difficult","color"
"101",0.574468085106383,1.49344444444444,"self",3,"difficult","color"
"101",0.75,1.498,"other",4,"very difficult","color"
"101",0.270833333333333,1.59661538461538,"self",4,"very difficult","color"
"102",0.851063829787234,1.096175,"other",1,"very easy","color"
"102",0.833333333333333,0.9828,"self",1,"very easy","color"
"102",0.75,1.10297222222222,"other",2,"easy","color"
"102",0.936170212765957,1.19765909090909,"self",2,"easy","color"
"102",0.6875,1.25736363636364,"other",3,"difficult","color"
"102",0.787234042553192,1.15440540540541,"self",3,"difficult","color"
"102",0.541666666666667,1.31646153846154,"other",4,"very difficult","color"
"102",0.666666666666667,1.37540625,"self",4,"very difficult","color"
"103",0.957446808510638,1.40466666666667,"other",1,"very easy","color"
"103",0.914893617021277,1.21490697674419,"self",1,"very easy","color"
"103",0.723404255319149,1.47117647058824,"other",2,"easy","color"
"103",1,1.387375,"self",2,"easy","color"
"103",0.565217391304348,1.63223076923077,"other",3,"difficult","color"
"103",0.8125,1.40823076923077,"self",3,"difficult","color"
"103",0.446808510638298,1.48795238095238,"other",4,"very difficult","color"
"103",0.791666666666667,1.415,"self",4,"very difficult","color"
"104",0.833333333333333,1.0969,"other",1,"very easy","color"
