"subj_idx","acc","rt","association","difficulty","difficulty_code","group"
"55",0.425531914893617,1.8803,"self",4,"very difficult","motion"
"56",0.866666666666667,1.78935897435897,"other",1,"very easy","motion"
"56",0.888888888888889,1.82875,"self",1,"very easy","motion"
"56",0.795454545454545,2.10922857142857,"other",2,"easy","motion"
"56",0.825,1.88718181818182,"self",2,"easy","motion"
"56",0.825,2.03218181818182,"other",3,"difficult","motion"
"56",0.909090909090909,2.028825,"self",3,"difficult","motion"
"56",0.617647058823529,2.15409523809524,"other",4,"very difficult","motion"
"56",0.685714285714286,2.24933333333333,"self",4,"very difficult","motion"
"57",0.833333333333333,1.4111,"other",1,"very easy","motion"
"57",0.916666666666667,1.16829545454545,"self",1,"very easy","motion"
"57",0.702127659574468,1.51521212121212,"other",2,"easy","motion"
"57",0.8125,1.24171794871795,"self",2,"easy","motion"
"57",0.854166666666667,1.46517073170732,"other",3,"difficult","motion"
"57",0.875,1.25740476190476,"self",3,"difficult","motion"
"57",0.702127659574468,1.3660303030303,"other",4,"very difficult","motion"
"57",0.395833333333333,1.43010526315789,"self",4,"very difficult","motion"
"58",0.770833333333333,1.38402702702703,"other",1,"very easy","motion"
"58",0.659574468085106,1.40645161290323,"self",1,"very easy","motion"
"58",0.625,1.53116666666667,"other",2,"easy","motion"
"58",0.638297872340426,1.5002,"self",2,"easy","motion"
"58",0.708333333333333,1.36320588235294,"other",3,"difficult","motion"
"58",0.574468085106383,1.45981481481481,"self",3,"difficult","motion"
"58",0.625,1.44296666666667,"other",4,"very difficult","motion"
"58",0.521739130434783,1.48095833333333,"self",4,"very difficult","motion"
"59",0.702127659574468,1.40318181818182,"other",1,"very easy","motion"
"59",0.708333333333333,1.44635294117647,"self",1,"very easy","motion"
"59",0.680851063829787,1.33784375,"other",2,"easy","motion"
"59",0.6875,1.4689696969697,"self",2,"easy","motion"
"59",0.791666666666667,1.48892105263158,"other",3,"difficult","motion"
"59",0.666666666666667,1.45353125,"self",3,"difficult","motion"
"59",0.645833333333333,1.49187096774194,"other",4,"very difficult","motion"
"59",0.520833333333333,1.44244,"self",4,"very difficult","motion"
"60",0.822222222222222,2.02821621621622,"other",1,"very easy","motion"
"60",0.888888888888889,1.760725,"self",1,"very easy","motion"
"60",0.818181818181818,2.1575,"other",2,"easy","motion"
"60",0.744186046511628,1.87584375,"self",2,"easy","motion"
"60",0.795454545454545,2.16454285714286,"other",3,"difficult","motion"
"60",0.761904761904762,1.80934375,"self",3,"difficult","motion"
"60",0.680851063829787,2.18621875,"other",4,"very difficult","motion"
"60",0.651162790697674,1.98914285714286,"self",4,"very difficult","motion"
"61",0.688888888888889,1.89577419354839,"other",1,"very easy","motion"
"61",0.916666666666667,1.68431818181818,"self",1,"very easy","motion"
"61",0.446808510638298,1.92995238095238,"other",2,"easy","motion"
"61",0.891304347826087,1.66719512195122,"self",2,"easy","motion"
"61",0.533333333333333,2.00783333333333,"other",3,"difficult","motion"
"61",0.91304347826087,1.59371428571429,"self",3,"difficult","motion"
"61",0.326086956521739,2.01566666666667,"other",4,"very difficult","motion"
"61",0.787234042553192,1.651,"self",4,"very difficult","motion"
"62",0.893617021276596,1.94864285714286,"other",1,"very easy","motion"
"62",0.888888888888889,1.964725,"self",1,"very easy","motion"
"62",0.851063829787234,2.016275,"other",2,"easy","motion"
"62",0.630434782608696,2.13924137931034,"self",2,"easy","motion"
"62",0.914893617021277,2.08453488372093,"other",3,"difficult","motion"
"62",0.6,2.0677037037037,"self",3,"difficult","motion"
"62",0.74468085106383,2.20345714285714,"other",4,"very difficult","motion"
"62",0.590909090909091,2.22280769230769,"self",4,"very difficult","motion"
"63",0.822222222222222,1.87064864864865,"other",1,"very easy","motion"
"63",0.958333333333333,1.5445,"self",1,"very easy","motion"
"63",0.6,1.89377777777778,"other",2,"easy","motion"
"63",0.829787234042553,1.62935897435897,"self",2,"easy","motion"
"63",0.711111111111111,1.8371875,"other",3,"difficult","motion"
"63",0.787234042553192,1.65762162162162,"self",3,"difficult","motion"
"63",0.58695652173913,2.16244444444444,"other",4,"very difficult","motion"
"63",0.785714285714286,1.89351515151515,"self",4,"very difficult","motion"
"64",0.833333333333333,1.2469,"other",1,"very easy","motion"
"64",0.58695652173913,1.50551851851852,"self",1,"very easy","motion"
"64",0.8125,1.48664102564103,"other",2,"easy","motion"
"64",0.595744680851064,1.59196428571429,"self",2,"easy","motion"
"64",0.729166666666667,1.41537142857143,"other",3,"difficult","motion"
"64",0.466666666666667,1.46957142857143,"self",3,"difficult","motion"
"64",0.74468085106383,1.42174285714286,"other",4,"very difficult","motion"
"64",0.416666666666667,1.81725,"self",4,"very difficult","motion"
"65",0.723404255319149,1.75902941176471,"other",1,"very easy","motion"
"65",0.888888888888889,1.5463,"self",1,"very easy","motion"
"65",0.702127659574468,1.7840303030303,"other",2,"easy","motion"
"65",0.652173913043478,1.75016666666667,"self",2,"easy","motion"
"65",0.872340425531915,1.81524390243902,"other",3,"difficult","motion"
"65",0.5625,1.75581481481481,"self",3,"difficult","motion"
"65",0.565217391304348,2.16142307692308,"other",4,"very difficult","motion"
"65",0.4,1.88722222222222,"self",4,"very difficult","motion"
"66",0.772727272727273,1.637,"other",1,"very easy","motion"
"66",0.767441860465116,1.67727272727273,"self",1,"very easy","motion"
"66",0.682926829268293,1.90307142857143,"other",2,"easy","motion"
"66",0.682926829268293,1.72064285714286,"self",2,"easy","motion"
"66",0.744186046511628,1.80659375,"other",3,"difficult","motion"
"66",0.767441860465116,1.99460606060606,"self",3,"difficult","motion"
"66",0.522727272727273,2.09352173913044,"other",4,"very difficult","motion"
"66",0.767441860465116,1.954,"self",4,"very difficult","motion"
"67",0.808510638297872,1.64926315789474,"other",1,"very easy","motion"
"67",0.934782608695652,1.36211627906977,"self",1,"very easy","motion"
"67",0.622222222222222,1.763,"other",2,"easy","motion"
"67",0.911111111111111,1.43990243902439,"self",2,"easy","motion"
"67",0.733333333333333,1.65366666666667,"other",3,"difficult","motion"
"67",0.931818181818182,1.47492682926829,"self",3,"difficult","motion"
"67",0.55,1.88281818181818,"other",4,"very difficult","motion"
"67",0.707317073170732,1.76386206896552,"self",4,"very difficult","motion"
"68",0.9375,1.58973333333333,"other",1,"very easy","motion"
"68",0.851063829787234,1.5352,"self",1,"very easy","motion"
"68",0.765957446808511,1.67969444444444,"other",2,"easy","motion"
"68",0.75,1.61975757575758,"self",2,"easy","motion"
"68",0.777777777777778,1.7634,"other",3,"difficult","motion"
"68",0.872340425531915,1.79609756097561,"self",3,"difficult","motion"
"68",0.638888888888889,2.05765217391304,"other",4,"very difficult","motion"
"68",0.609756097560976,2.14668,"self",4,"very difficult","motion"
"69",0.581395348837209,2.07796,"other",1,"very easy","motion"
"69",0.791666666666667,1.74321052631579,"self",1,"very easy","motion"
"69",0.617021276595745,2.04562068965517,"other",2,"easy","motion"
"69",0.765957446808511,1.92513888888889,"self",2,"easy","motion"
"69",0.604166666666667,1.94872413793103,"other",3,"difficult","motion"
"69",0.666666666666667,1.81936666666667,"self",3,"difficult","motion"
"69",0.577777777777778,2.13873076923077,"other",4,"very difficult","motion"
"69",0.5,2.15052173913043,"self",4,"very difficult","motion"
"70",0.74468085106383,1.91371428571429,"other",1,"very easy","motion"
"70",0.711111111111111,2.030625,"self",1,"very easy","motion"
"70",0.782608695652174,1.93938888888889,"other",2,"easy","motion"
"70",0.574468085106383,2.17437037037037,"self",2,"easy","motion"
"70",0.673913043478261,1.89712903225806,"other",3,"difficult","motion"
"70",0.625,2.0491,"self",3,"difficult","motion"
"70",0.553191489361702,1.93142307692308,"other",4,"very difficult","motion"
"70",0.488888888888889,2.36827272727273,"self",4,"very difficult","motion"
