"subj_idx","acc_diff_so","rt_diff_os","difficulty"
"71",-0.0625,-78.0591506572296,"1"
"71",0.0208333333333333,-203.166463414634,"2"
"71",-0.125,-92.2926470588234,"3"
"71",-0.179078014184397,5.34999999999991,"4"
"72",0.0833333333333333,-5.11931443638764,"1"
"72",-0.20018115942029,120.841569767442,"2"
"72",-0.0190217391304348,-35.7140740740742,"3"
"72",0.106884057971014,19.3251748251748,"4"
"73",0.140898345153664,201.159636062862,"1"
"73",0.156336725254394,195.364912280702,"2"
"73",0.301182033096927,210.301857585139,"3"
"73",0.226641998149861,189.85,"4"
"75",-0.149379432624113,-245.016366612111,"1"
"75",-0.298315602836879,-284.154255319149,"2"
"75",-0.490691489361702,-45.5746031746032,"3"
"75",-0.520833333333333,46.5671834625325,"4"
"76",0.104166666666667,54.3925353925354,"1"
"76",0.125,55.2746710526317,"2"
"76",0.281028368794326,-72.4035087719299,"3"
"76",0.229166666666667,-92.7698209718669,"4"
"77",-0.152173913043478,-213.779532163743,"1"
"77",-0.291304347826087,78.587172538392,"2"
"77",-0.343873517786561,-161.668157423971,"3"
"77",-0.391919191919192,-224.75974025974,"4"
"78",-0.143173758865248,-259.756794425087,"1"
"78",-0.19459219858156,-212.239181746656,"2"
"78",-0.223866790009251,-29.7727272727273,"3"
"78",-0.472517730496454,45.2157894736843,"4"
"79",0.0833333333333334,275.820910973085,"1"
"79",0.145833333333333,248.638795986622,"2"
"79",0.343971631205674,37.3097826086957,"3"
"79",0.297872340425532,360.771428571428,"4"
"80",0,-129.978723404255,"1"
"80",-0.00132978723404253,-110.790404040404,"2"
"80",0.0478723404255319,-154.853535353535,"3"
"80",-0.208333333333333,163.21568627451,"4"
"81",-0.0625,-271.455555555556,"1"
"81",-0.173913043478261,-250.826426426426,"2"
"81",-0.133333333333333,-234.610722610723,"3"
"81",-0.428853754940711,-162.676315789474,"4"
"82",-0.000886524822695023,-392.239130434783,"1"
"82",-0.34280303030303,-278.396656534954,"2"
"82",-0.533941236068896,-344.145348837209,"3"
"82",-0.544444444444445,-198.896153846154,"4"
"83",0.0217198581560283,121.956973995272,"1"
"83",0.148936170212766,-4.76783625730991,"2"
"83",0.330673758865248,-29.094746716698,"3"
"83",0.239804964539007,85.5080745341613,"4"
"84",0.00177304964539005,57.8213530655391,"1"
"84",0.214095744680851,162.111111111111,"2"
"84",0.139328063241107,316.914392059553,"3"
"84",0.0749113475177304,333.21,"4"
"85",-0.0438829787234043,-25.9634920634919,"1"
"85",0.0230496453900709,-25.9534632034631,"2"
"85",-0.247783687943262,-14.8548387096773,"3"
"85",-0.0328014184397164,90.4259259259259,"4"
"86",-0.0833333333333334,-270.900621118012,"1"
"86",-0.354166666666667,-157.90780141844,"2"
"86",-0.574911347517731,-352.003359462486,"3"
"86",-0.619237588652482,-5.82826475849743,"4"
"87",-0.0208333333333334,78.128502415459,"1"
"87",-0.0208333333333334,33.6434378629501,"2"
"87",-0.125,-91.0411184210527,"3"
"87",-0.0833333333333333,-25.824827586207,"4"
"88",-0.0208333333333333,174.268270120259,"1"
"88",0.170212765957447,258.535135135135,"2"
"88",0.208333333333333,294.124124124124,"3"
"88",0.375,237.426742532006,"4"
"89",0.130434782608696,198.775,"1"
"89",0.454545454545455,510.427777777778,"2"
"89",0.351937984496124,485.001904761905,"3"
"89",0.211111111111111,-10.5823863636363,"4"
"90",-0.213652482269504,-190.001863354037,"1"
"90",-0.130762411347518,-274.491391678623,"2"
"90",-0.479166666666667,-254.891774891775,"3"
"90",-0.51063829787234,-130.166666666667,"4"
"91",0.0597826086956522,103.33942414175,"1"
"91",0.111008325624422,170.662698412699,"2"
"91",0.0909090909090909,189.576388888889,"3"
"91",0.0878048780487805,34.5396825396824,"4"
"92",-0.166666666666667,-180.376977632297,"1"
"92",0.0416666666666666,-181.677519379845,"2"
"92",-0.245471014492754,-138.424862313139,"3"
"92",-0.13209219858156,-53.7300509337861,"4"
"93",0.0208333333333334,-83.7619680851064,"1"
"93",-0.0833333333333333,-139.030183077684,"2"
"93",-0.104166666666667,-32.2809057527538,"3"
"93",-0.145833333333333,139.270396270396,"4"
"94",0.0208333333333333,29.2493061979649,"1"
"94",0.1875,99.9138719512196,"2"
"94",0.375,25.1886363636363,"3"
"94",0.354166666666667,22.4722222222222,"4"
"95",0.118055555555556,185.795348837209,"1"
"95",0.0259019426456983,159.447368421053,"2"
"95",0.434782608695652,112.971383147854,"3"
"95",0.265248226950355,121.80303030303,"4"
"96",0.0208333333333333,30.4223044397463,"1"
"96",-0.0208333333333334,1.22807017543846,"2"
"96",0.0833333333333334,-8.91372549019616,"3"
"96",0.0208333333333334,-57.5301075268817,"4"
"97",-0.104166666666667,23.3794326241136,"1"
"97",-0.0416666666666667,7.48913043478251,"2"
"97",0.115942028985507,-99.0520833333333,"3"
"97",-0.0638297872340426,56.7798861480076,"4"
"100",0.0208333333333333,-56.0729386892176,"1"
"100",-0.0625,178.406593406593,"2"
"100",-0.0833333333333333,-20.727188940092,"3"
"100",-0.0416666666666666,63.8467532467532,"4"
"101",-0.104166666666667,-173.175278622087,"1"
"101",-0.166666666666667,-83.5122749590835,"2"
"101",-0.361702127659574,-228.785353535353,"3"
"101",-0.479166666666667,-98.6153846153845,"4"
"103",-0.0425531914893618,189.759689922481,"1"
"103",0.276595744680851,83.8014705882354,"2"
"103",0.247282608695652,224,"3"
"103",0.344858156028369,72.952380952381,"4"
"104",0.0208333333333333,11.5829268292684,"1"
"104",-0.145833333333333,-250.827519379845,"2"
"104",-0.267287234042553,-2.19658119658129,"3"
"104",-0.4375,-65.5473684210526,"4"
"105",0.104166666666667,54.3925353925354,"1"
"105",0.125,55.2746710526317,"2"
"105",0.281028368794326,-72.4035087719299,"3"
"105",0.229166666666667,-92.7698209718669,"4"
"106",0,-1.02127659574467,"1"
"106",0.0416666666666666,84.2261904761904,"2"
"106",0.0543478260869565,148.063813813814,"3"
"106",0.0638297872340425,66.0414746543777,"4"
"107",0.0452898550724639,33.9016563146999,"1"
"107",-0.035230352303523,-45.8107142857143,"2"
"107",-0.238095238095238,-29.244318181818,"3"
"107",0.193581780538302,-62.363636363636,"4"
"108",0.0416666666666666,-67.3408983451536,"1"
"108",-0.0144927536231884,-89.9474358974358,"2"
"108",-0.104166666666667,14.957142857143,"3"
"108",-0.208333333333333,-185.851851851852,"4"
"109",0.0403368794326241,64.8245243128963,"1"
"109",0.0675300647548566,-74.1604010025062,"2"
"109",0.156799259944496,-7.33271202236733,"3"
"109",-0.108695652173913,89.5158045977012,"4"
"110",0,-61.875,"1"
"110",-0.0416666666666667,-16.9367588932805,"2"
"110",0.145833333333333,-75.5853658536585,"3"
"110",-0.0926418439716312,224.04094292804,"4"
"111",0.0625,156.529322548028,"1"
"111",0.208333333333333,206.946031746032,"2"
"111",0.479166666666667,120.325814536341,"3"
"111",0.4375,254.636222910217,"4"
"112",-0.0195035460992908,11.5681818181818,"1"
"112",0.0679347826086957,56.8138888888889,"2"
"112",-0.0845410628019323,61.9222972972973,"3"
"112",0.090307328605201,-123.404285714286,"4"
"113",-0.0208333333333334,35.4589371980676,"1"
"113",0.0208333333333334,-96.0824622531941,"2"
"113",-0.0379278445883442,-11.0674603174602,"3"
"113",0.0509751773049645,-151.885941644562,"4"
"114",0.0416666666666667,218.659671015315,"1"
"114",0.072463768115942,215.114285714286,"2"
"114",0.31072695035461,152.725741780273,"3"
"114",0.18218085106383,-9.40529100529079,"4"
