"subj_idx","acc_diff_so","rt_diff_os","difficulty"
"71",0.0416666666666666,89.8315217391304,"1"
"71",-0.0833333333333334,-1.76111111111106,"2"
"71",0.291666666666667,33.8232323232323,"3"
"71",-0.155797101449275,156.72268907563,"4"
"72",-0.0307971014492753,31.1176470588235,"1"
"72",0.0416666666666666,23.0947712418301,"2"
"72",-0.280797101449275,-82,"3"
"72",0.0416666666666667,97.9175824175824,"4"
"73",0.416666666666667,224.507575757576,"1"
"73",0.333333333333333,227.183333333333,"2"
"73",0.333333333333333,7.81666666666661,"3"
"73",0.125,106.566666666667,"4"
"75",-0.125,60,"1"
"75",-0.125,-11.6315789473684,"2"
"75",-0.333333333333333,-38.1883116883116,"3"
"75",-0.166666666666667,106.592760180995,"4"
"76",0,156.782608695652,"1"
"76",0,205.25,"2"
"76",0.333333333333333,-114.833333333333,"3"
"76",0.25,-123.80971659919,"4"
"77",-0.333333333333333,-224.0625,"1"
"77",-0.708333333333333,-149.60119047619,"2"
"77",-0.523550724637681,-161.508695652174,"3"
"77",-0.625,11.9499999999999,"4"
"78",-0.208333333333333,-62.379679144385,"1"
"78",-0.208333333333333,-164.681547619048,"2"
"78",-0.367753623188406,-79.5406698564593,"3"
"78",-0.489130434782609,-177.872549019608,"4"
"79",0.125,-1.53110047846894,"1"
"79",-0.0833333333333334,20.5,"2"
"79",0.0833333333333334,8.73611111111109,"3"
"79",-0.0416666666666666,-19.2692307692307,"4"
"80",-0.0833333333333334,-46.0492424242425,"1"
"80",0.0833333333333333,-9.2590909090909,"2"
"80",0.0416666666666666,-65.3391812865498,"3"
"80",0.125,-28.8361344537815,"4"
"81",0.0416666666666666,-62.4112554112554,"1"
"81",-0.0494071146245059,-8.66165413533827,"2"
"81",-0.100790513833992,-48.9333333333333,"3"
"81",-0.0416666666666666,18.8904761904762,"4"
"82",-0.0833333333333334,25.3257575757575,"1"
"82",-0.0833333333333334,-80.3250517598343,"2"
"82",-0.208333333333333,-90.7333333333333,"3"
"82",-0.291666666666667,-83.469298245614,"4"
"83",0,29.9,"1"
"83",0.166666666666667,83.5875,"2"
"83",0.333333333333333,13.2666666666667,"3"
"83",-0.166666666666667,129.512280701754,"4"
"84",0,-7.9545454545455,"1"
