"subj_idx","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
4,"女",23,"右","都不是","match_RDK","2424","f","true",180,0.09,"match","self",2,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2219","j","false",180,0.12,"match","self",1,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2293","j","true",180,0.07,"mismatch","self",3,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2596","f","false",180,0.09,"mismatch","self",2,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2204","f","true",180,0.07,"match","self",3,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","-1","","false",0,0.07,"match","other",3,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2585","f","true",0,0.09,"match","other",2,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1895","j","false",0,0.12,"match","other",1,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","-1","","false",180,0.04,"match","self",4,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1719","f","false",0,0.09,"mismatch","other",2,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2182","j","true",0,0.04,"mismatch","other",4,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1397","f","false",180,0.12,"mismatch","self",1,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2182","j","true",0,0.12,"mismatch","other",1,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1816","f","false",0,0.07,"mismatch","other",3,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1575","j","false",0,0.04,"match","other",4,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1747","f","false",180,0.04,"mismatch","self",4,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1549","j","true",180,0.09,"mismatch","self",2,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1429","f","true",180,0.07,"match","self",3,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","2205","j","true",0,0.04,"mismatch","other",4,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1775","f","true",0,0.12,"match","other",1,"[""white""]",0
4,"女",23,"右","都不是","match_RDK","1990","j","false",180,0.12,"match","self",1,"[""white""]",0
